No.;var00001;Substituent;Backbone length;Backbone;Substitution energy;homo;lumo;pa;homo2;lumo2;pa2;he.w.pn;nhe;be.gla;ml.gla;dmd.gla;d.d1rgla;d.d2rgla;drd1rgla;drd2rgla;nbo.glaf;be.pd;ml.pd;dmd.pd;d.d1r.pd;d.d2r.pd;d.rd1rpd;d.rd2rpd;nbo.pd.f;dppd.d1;dppd.d2;dpzn.d1;dpzn.d2;kmeansPCA;hiePCA;kmeansUMAP;hieUMAP;kmeansTSNE;hieTSNE;kmeansUMAP(n10);hieUMAP(n10);kmeansUMAP(n15);hieUMAP(n15);;;;;;;;;;;;;;;;;;
57;1;tBu;3;F;-17.04;-0.17097;0.02095;247.763;-0.17097;0.02095;247.763;20.911;19.8198;35.5896;2.279;68.1;-0.006;-0.006;3.2;3;-0.0972;93.1985;2.383;74.5;-0.007;-0.009;3.3;3.2;-0.8153;0.027;0.022;-0.022;-0.023;1;1;2;4;1;1;0;4;2;0;;;;;;;;;;;;;;;;;;
58;4;OMe;3;F;-10.43;-0.1848;0.0043;230.47;-0.1848;0.0043;230.47;8.25854;8.1801;24.6063;2.25;63.5;-0.026;-0.026;3.5;3.2;-0.1385;82.6319;2.367;71.6;-0.038;-0.033;5.9;4.7;-0.8175;-0.015;-0.012;0.009;0.005;0;1;2;4;2;1;4;4;4;0;;;;;;;;;;;;;;;;;;
59;4;OPh;3;F;-5.22;-0.18187;-0.03864;232.217;-0.18187;-0.03864;232.217;7.87513;8.187;18.3746;2.234;61.8;-0.023;-0.027;3.1;2.9;-0.102;73.228;2.354;71.1;-0.039;-0.036;5.2;4.3;-0.7276;0.014;0.009;0.082;0.041;0;0;5;5;5;2;4;2;0;0;;;;;;;;;;;;;;;;;;
60;2;CF3;3;F;-3.23;-0.21233;-0.02721;203.366;-0.21233;-0.02721;203.366;7.124;7.11396;13.5195;2.214;61.1;-0.006;-0.005;2.1;1.8;-0.0417;62.7185;2.327;71.3;-0.003;-0.003;3.6;3.5;-0.5798;0.009;0.009;0.103;0.105;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
61;5;NMe2;3;F;-9.88;-0.1613;0.0195;245.3;-0.1613;0.0195;245.3;14.4935;14.4514;30.2558;2.269;65.4;-0.031;-0.033;3.7;4.8;-0.1293;97.3514;2.381;72.7;-0.036;-0.038;3;4.6;-0.8672;-0.001;-0.001;-0.029;-0.023;3;1;2;4;1;1;4;4;4;0;;;;;;;;;;;;;;;;;;
62;3;Ph;3;F;-14.60;-0.1852;-0.0462;241.21;-0.1852;-0.0462;241.21;9.6378;9.54807;31.7512;2.264;66.1;-0.018;-0.015;3.2;2.8;-0.0956;85.8177;2.366;72.9;-0.023;-0.023;4.2;4.2;-0.7791;0.013;0.01;-0.019;0.009;0;0;4;0;3;2;0;1;2;4;;;;;;;;;;;;;;;;;;
63;2;C6F5;3;F;-10.98;-0.18149;-0.08383;230.637;-0.18149;-0.08383;230.637;9.04481;9.14835;20.1291;2.713;62.2;-0.019;-0.017;2.7;2.4;-0.0627;70.5134;2.346;72;-0.022;-0.022;3.9;3.9;-0.6545;0.013;0.013;0.048;0.094;5;0;1;3;5;2;2;5;5;1;;;;;;;;;;;;;;;;;;
64;3;o-Tol;3;F;-6.55;-0.176;-0.05535;246.385;-0.176;-0.05535;246.385;13.0515;13.0941;30.2715;2.267;66.3;-0.031;-0.017;7.7;5.2;-0.0949;85.6157;2.367;72.8;-0.031;-0.017;7.5;5.2;-0.7476;0.031;0.041;-0.036;-0.024;0;1;4;0;3;4;0;1;2;4;;;;;;;;;;;;;;;;;;
65;3;p-Tol;3;F;-12.41;-0.18072;-0.04774;246.037;-0.18072;-0.04774;246.037;9.73381;10.1969;32.5883;2.265;66.4;-0.018;-0.018;3.4;3;-0.1027;87.0878;2.368;73.2;-0.022;-0.023;4.3;4.2;-0.7906;0.013;0.011;-0.017;-0.011;0;0;4;0;3;2;0;1;2;4;;;;;;;;;;;;;;;;;;
66;3;p-CF3-Ph;3;F;-9.68;-0.17804;-0.08379;236.151;-0.17804;-0.08379;236.151;11.3609;12.0449;27.7778;2.253;65.5;-0.017;-0.017;3;2.7;-0.0776;80.9859;2.36;73;-0.021;-0.022;4;3.6;-0.7473;0.006;0.004;-0.001;0.006;0;0;4;0;5;2;0;1;2;4;;;;;;;;;;;;;;;;;;
67;1;Me;5;G;-17.01;-0.1905;0.0327;233;-0.1905;0.0327;233;22.2313;17.5375;36.2397;2.283;93.3;-0.004;-0.004;3.9;4.1;-0.1427;100.527;2.388;97.1;-0.015;-0.015;4.9;4.9;-0.8296;0.014;0.014;-0.084;-0.089;3;2;2;4;1;1;4;4;4;0;;;;;;;;;;;;;;;;;;
68;1;tBu;5;G;-2.90;-0.1788;0.0225;245.67;-0.1788;0.0225;245.67;46.9709;40.0532;35.4146;2.309;99;-0.002;0;2.7;3.1;-0.1198;91.2589;2.394;99.1;0.001;0.005;0.6;1;-0.7579;0.069;0.069;-0.048;-0.052;1;5;2;0;4;0;3;0;1;2;;;;;;;;;;;;;;;;;;
69;4;OMe;5;G;-23.92;-0.2013;0.0043;227.36;-0.2013;0.0043;227.36;16.9891;13.0006;34.6879;2.274;88.5;-0.02;-0.016;-0.1;5.2;-0.1783;98.5825;2.383;95.2;-0.034;-0.028;-0.1;5.2;-0.8506;0.01;-0.001;-0.021;-0.046;3;2;2;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
70;4;OPh;5;G;-21.97;-0.19974;-0.0381;226.114;-0.19974;-0.0381;226.114;13.625;14.742;28.293;2.277;85.5;-0.025;-0.029;3.3;2.9;-0.1291;82.2416;2.367;91.7;-0.039;-0.045;3;2.6;-0.7518;0.026;0.014;-0.025;-0.043;0;0;5;5;2;3;4;2;0;0;;;;;;;;;;;;;;;;;;
71;2;CF3;5;G;-14.44;-0.2508;-0.0332;197.71;-0.2508;-0.0332;197.71;13.3847;11.1325;20.2483;2.246;84.5;-0.004;-0.006;3.5;3.6;-0.0562;77.2278;2.348;96.8;-0.007;-0.008;4.5;4.5;-0.6217;-0.001;0;0.002;-0.004;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
72;5;NMe2;5;G;-13.21;-0.1642;0.0236;240.51;-0.1642;0.0236;240.51;28.8578;28.1374;36.5635;2.286;93.6;-0.008;-0.008;3.3;3;-0.133;89.943;2.394;95.9;-0.011;-0.012;1.4;1.2;-0.8033;0.039;0.04;-0.09;-0.089;1;5;2;4;1;0;0;4;2;0;;;;;;;;;;;;;;;;;;
73;3;Ph;5;G;-14.92;-0.189;-0.0477;239.2;-0.189;-0.0477;239.2;25.3946;19.3843;35.6706;2.29;94;0;0.004;2.7;3.5;-0.1178;92.4581;2.382;98;0.001;-0.006;1.9;3.2;-0.759;0.042;0.03;-0.066;-0.068;1;5;4;0;5;2;0;0;2;2;;;;;;;;;;;;;;;;;;
74;2;C6F5;5;G;-10.30;-0.21657;-0.07767;222.356;-0.21657;-0.07767;222.356;21.6101;16.9935;28.6626;2.649;93.6;0.005;0.002;1.6;4;-0.0688;82.0772;2.371;98.9;0;0;1.3;2.4;-0.6712;0.027;0.025;-0.016;-0.05;5;0;1;3;5;2;2;5;5;1;;;;;;;;;;;;;;;;;;
75;3;o-Tol;5;G;-4.48;-0.18524;-0.0467;240.856;-0.18524;-0.0467;240.856;36.0622;29.3372;31.3471;2.295;97.6;-0.006;0.008;5.3;5.4;-0.1118;85.5316;2.382;98.7;-0.022;-0.008;3.8;3.9;-0.749;0.036;0.037;-0.059;-0.051;1;5;4;0;3;4;0;1;2;4;;;;;;;;;;;;;;;;;;
76;3;p-Tol;5;G;-16.95;-0.18192;-0.04288;243.279;-0.18192;-0.04288;243.279;25.505;19.3912;37.4477;2.294;95.1;0;0.002;2.4;3.5;-0.123;94.5106;2.379;96.8;-0.006;-0.008;2.2;3.6;-0.7773;0.037;0.035;-0.064;-0.062;1;5;4;0;3;2;0;0;2;2;;;;;;;;;;;;;;;;;;
77;3;p-CF3-Ph;5;G;-14.75;-0.20834;-0.0767;228.712;-0.20834;-0.0767;228.712;25.1636;18.42;33.0539;2.285;94.5;0.002;0.003;2.1;3.6;-0.1036;90.4004;2.374;98.8;-0.005;-0.006;1.5;3.3;-0.7367;0.031;0.028;-0.064;-0.063;1;0;4;1;5;2;5;0;2;1;;;;;;;;;;;;;;;;;;
78;1;Me;6;H;-22.00;-0.1897;-0.0027;230.61;-0.1897;-0.0027;230.61;22.3894;15.2961;35.2797;2.281;97.1;-0.024;-0.025;3.9;4.5;-0.1752;102.679;2.394;102.2;-0.028;-0.027;3.8;3.7;-0.8643;0.003;0.003;-0.083;-0.122;3;2;2;4;1;1;4;4;4;0;;;;;;;;;;;;;;;;;;
79;1;tBu;6;H;-5.12;-0.183;-0.0061;241.67;-0.183;-0.0061;241.67;76.2686;44.9553;35.2583;2.302;109.7;-0.014;-0.012;2;2.6;-0.15;86.6617;2.392;107.9;0.002;0.004;-0.2;-0.4;-0.7627;0.061;0.08;0.025;0.012;1;5;2;0;4;0;3;0;1;2;;;;;;;;;;;;;;;;;;
80;4;OMe;6;H;-20.83;-0.2074;-0.0003;223.6;-0.2074;-0.0003;223.6;16.6151;13.807;28.0031;2.269;91.2;-0.031;-0.024;1.4;4.9;-0.199;92.9092;2.377;99.3;-0.041;-0.032;1.3;4.2;-0.8541;0.004;0.002;-0.054;-0.071;3;2;2;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
81;4;OPh;6;H;-10.93;-0.20173;-0.04006;221.508;-0.20173;-0.04006;221.508;20.5345;15.6211;17.8688;2.256;86;-0.028;-0.027;1;4.3;-0.1492;77.1544;2.365;96.4;-0.039;-0.037;1.2;3.9;-0.7441;0.007;0.002;0.078;-0.013;0;0;5;5;2;3;4;2;0;0;;;;;;;;;;;;;;;;;;
82;2;CF3;6;H;-16.17;-0.2518;-0.0552;195.58;-0.2518;-0.0552;195.58;16.3013;13.8352;16.3107;2.233;82.2;-0.004;-0.007;1.4;2.5;-0.0812;77.5955;2.359;104.1;0.002;0.007;1.9;1.7;-0.6455;-0.016;-0.015;0.104;0.002;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
83;5;NMe2;6;H;-14.77;-0.1722;0.0112;239.04;-0.1722;0.0112;239.04;23.7474;18.7411;33.8533;2.28;94.2;-0.029;-0.025;3;3;-0.1553;93.9948;2.389;95.2;-0.031;-0.029;1.4;2.2;-0.8535;0.029;0.022;-0.054;-0.072;3;2;2;4;1;1;4;4;4;0;;;;;;;;;;;;;;;;;;
84;3;Ph;6;H;-18.17;-0.1922;-0.0587;239.45;-0.1922;-0.0587;239.45;21.3063;17.2451;33.2133;2.28;92;-0.02;-0.021;3;4.2;-0.1416;92.4292;2.376;96;-0.02;-0.017;2.7;2.4;-0.7846;0.028;0.021;-0.036;-0.09;3;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
85;2;C6F5;6;H;-12.80;-0.21887;-0.08562;221.658;-0.21887;-0.08562;221.658;21.1739;17.4967;21.8259;2.765;87.1;-0.017;-0.022;1;2.8;-0.0971;83.6761;2.379;102.9;-0.023;-0.022;1.9;1.9;-0.6955;0.001;0.001;0.1;-0.045;5;0;1;3;5;2;2;5;5;1;;;;;;;;;;;;;;;;;;
86;3;o-Tol;6;H;-9.36;-0.18528;-0.05694;240.423;-0.18528;-0.05694;240.423;28.8804;21.9897;31.8196;2.284;98.2;-0.019;-0.019;4.9;5.1;-0.1377;84.734;2.373;99;-0.016;-0.011;3.7;3.6;-0.7611;0.056;0.052;-0.047;-0.05;1;5;4;0;3;4;0;1;2;4;;;;;;;;;;;;;;;;;;
87;3;p-Tol;6;H;-18.67;-0.18277;-0.05457;243.338;-0.18277;-0.05457;243.338;22.5444;17.498;34.4859;2.286;94;-0.019;-0.022;2.7;3.7;-0.1491;93.843;2.378;96.6;-0.021;-0.018;2.3;1.9;-0.7962;0.032;0.022;-0.048;-0.087;3;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
88;3;p-CF3-Ph;6;H;-18.43;-0.20796;-0.08328;227.729;-0.20796;-0.08328;227.729;23.4895;16.7023;30.9122;2.278;94.2;-0.018;-0.02;1.3;3.6;-0.1282;91.3154;2.376;99.5;-0.019;-0.017;0.8;2.4;-0.7712;0.021;0.009;-0.043;-0.082;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
89;1;Me;6;I;-17.92;-0.1941;0.0175;232.11;-0.1897;-0.0027;230.61;22.7772;17.8099;35.9919;2.284;95.5;-0.019;-0.023;3.8;4.1;-0.156;97.2202;2.383;96.5;-0.015;-0.025;2.4;3.9;-0.8325;0.043;-0.006;-0.087;-0.108;3;2;2;4;1;1;4;4;4;0;;;;;;;;;;;;;;;;;;
90;1;tBu;6;I;4.92;-0.17097;0.02095;247.763;-0.183;-0.0061;241.67;68.4781;52.2037;32.1327;2.304;107.5;-0.006;-0.017;1;2.6;-0.1342;76.5626;2.397;108.7;0.025;-0.005;-0.2;0.6;-0.7223;0.182;0.052;0.09;-0.023;2;5;2;0;4;0;3;0;1;2;;;;;;;;;;;;;;;;;;
91;4;OMe;6;I;-16.75;-0.1848;0.0043;230.47;-0.2074;-0.0003;223.6;22.3505;20.4642;28.362;2.275;92.3;-0.03;-0.033;0.2;3.7;-0.1917;88.1264;2.378;100.4;-0.035;-0.041;-1;3.2;-0.8205;0.046;-0.018;-0.043;-0.085;3;2;2;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
92;4;OPh;6;I;-9.45;-0.18187;-0.03864;232.217;-0.20173;-0.04006;221.508;19.6202;17.8532;19.602;2.253;83.1;-0.02;-0.026;-1.4;0.6;-0.131;76.5061;2.363;93.2;-0.037;-0.035;0;1.2;-0.7751;0.032;0;0.094;0.004;0;0;5;5;5;3;4;2;0;0;;;;;;;;;;;;;;;;;;
93;2;CF3;6;I;-7.83;-0.21233;-0.02721;203.366;-0.2518;-0.0552;195.58;22.7923;19.6893;14.9226;2.238;86.8;-0.004;-0.009;1.6;3.2;-0.0836;68.1458;2.357;99.4;0.01;0.007;1.4;2.8;-0.6317;0.033;-0.016;0.083;-0.018;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
94;5;NMe2;6;I;-13.94;-0.1613;0.0195;245.3;-0.1722;0.0112;239.04;32.348;30.0582;36.6012;2.292;92.4;-0.038;-0.033;2.7;5.5;-0.1623;94.7529;2.4;97.3;-0.044;-0.037;2.5;2.8;-0.8799;0.043;0.007;-0.089;-0.074;3;2;2;4;1;1;4;4;4;0;;;;;;;;;;;;;;;;;;
95;3;Ph;6;I;-11.59;-0.1852;-0.0462;241.21;-0.1922;-0.0587;239.45;24.4715;22.2351;32.7006;2.293;92.9;-0.015;-0.022;3;4.3;-0.1336;87.0012;2.376;96.5;-0.011;-0.022;1.8;2.7;-0.7711;0.072;0.009;-0.06;-0.094;1;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
96;2;C6F5;6;I;-6.45;-0.18149;-0.08383;230.637;-0.21887;-0.08562;221.658;26.3346;24.7283;21.2253;2.26;86.3;-0.005;-0.022;1;2.3;-0.0935;78.3071;2.377;103.9;-0.009;-0.023;1.8;1.3;-0.683;0.026;0;0.104;-0.035;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
97;3;o-Tol;6;I;-1.61;-0.176;-0.05535;246.385;-0.18528;-0.05694;240.423;47.0104;31.6521;27.6554;2.298;104.9;0.003;-0.021;3.1;5.1;-0.1267;79.2358;2.383;103;-0.004;-0.023;3;3.2;-0.7436;0.078;0.053;-0.022;-0.041;1;5;4;0;3;4;0;1;2;4;;;;;;;;;;;;;;;;;;
98;3;p-Tol;6;I;-13.31;-0.18072;-0.04774;246.037;-0.18277;-0.05457;243.338;23.977;21.553;35.0776;2.297;94.1;-0.017;-0.022;2.7;4.2;-0.1375;89.9631;2.383;99.3;-0.013;-0.021;1.5;2.5;-0.7753;0.069;0.005;-0.054;-0.098;1;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
99;3;p-CF3-Ph;6;I;-12.42;-0.17804;-0.08379;236.151;-0.20796;-0.08328;227.729;24.4495;21.3559;31.1594;2.285;92.7;-0.024;-0.021;3.5;4.7;-0.1209;85.0685;2.371;96.4;-0.019;-0.021;1.8;2.8;-0.7491;0.068;0.01;-0.06;-0.107;0;0;4;1;5;2;5;0;2;1;;;;;;;;;;;;;;;;;;
100;1;Me;4;J;-20.71;-0.1884;-0.0394;237.05;-0.1884;-0.0394;237.05;14.3209;13.1763;35.4096;2.272;81.3;-0.017;-0.017;3.3;3.3;-0.1204;103.3;2.388;88.3;-0.024;-0.024;4.9;4.9;-0.8472;-0.014;-0.014;-0.09;-0.088;3;1;4;0;3;1;0;1;2;4;;;;;;;;;;;;;;;;;;
101;1;tBu;4;J;-17.02;-0.1804;-0.046;248.87;-0.1804;-0.046;248.87;30.8803;28.2792;43.4316;2.298;84.3;-0.012;-0.012;2.7;2.7;-0.0907;99.5357;2.39;89.9;-0.003;-0.002;2;2;-0.7777;0.053;0.054;-0.068;-0.072;1;5;4;0;1;0;0;0;2;2;;;;;;;;;;;;;;;;;;
102;4;OMe;4;J;-24.07;-0.2011;-0.0492;232.16;-0.2011;-0.0492;232.16;11.8347;10.8778;29.831;2.261;76.8;-0.028;-0.029;2.8;3.5;-0.1451;97.6513;2.381;86.2;-0.04;-0.038;3.3;3.9;-0.8537;-0.013;-0.017;-0.036;-0.064;3;2;5;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
103;4;OPh;4;J;-14.76;-0.1929;-0.0616;231.5;-0.1929;-0.0616;231.5;10.3149;10.4969;22.8525;2.246;72.3;-0.023;-0.03;2.5;3.5;-0.0935;82.0998;2.366;86.7;-0.041;-0.036;3.2;3.1;-0.7511;-0.017;0;0.057;-0.039;0;0;5;5;5;2;4;2;0;0;;;;;;;;;;;;;;;;;;
104;2;CF3;4;J;-15.51;-0.2432;-0.0767;205.51;-0.2432;-0.0767;205.51;9.66855;8.84463;18.1436;2.229;73.6;-0.004;-0.004;2.3;2.3;-0.0462;76.8255;2.344;86.7;0;0;3.7;3.7;-0.6277;-0.014;-0.014;0.033;0.029;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
105;5;NMe2;4;J;-22.01;-0.17037;-0.03991;241.81;-0.17037;-0.03991;241.81;15.7341;15.0018;35.6951;2.278;77.8;-0.019;-0.031;2.6;3.3;-0.1224;105.773;2.398;86.7;-0.025;-0.042;0.7;3.9;-0.8985;0.001;0;-0.06;-0.051;3;2;4;0;1;1;0;1;4;4;;;;;;;;;;;;;;;;;;
106;3;Ph;4;J;-16.32;-0.1869;-0.0506;241.3;-0.1869;-0.0506;241.3;14.1232;13.2974;36.3395;2.277;77.9;-0.017;-0.016;3.1;3.3;-0.0946;95.7205;2.376;86;-0.018;-0.018;3.3;3.6;-0.786;0.01;0.01;-0.066;-0.056;0;1;4;0;3;1;0;1;2;4;;;;;;;;;;;;;;;;;;
107;2;C6F5;4;J;-13.46;-0.2132;-0.078;226.39;-0.2132;-0.078;226.39;13.9651;13.4631;22.3486;2.7;75.4;-0.014;-0.012;1.2;0.7;-0.0725;84.4774;2.368;88;-0.014;-0.013;2.1;2;-0.6996;-0.006;-0.008;0.035;0.036;5;0;1;3;5;2;2;5;5;1;;;;;;;;;;;;;;;;;;
108;3;o-Tol;4;J;-4.39;-0.1836;-0.0505;243.55;-0.1836;-0.0505;243.55;28.6444;28.0138;27.742;2.286;80.9;-0.009;-0.009;4.4;4.3;-0.0841;80.1557;2.372;85.4;-0.007;-0.008;3.7;3.7;-0.7417;0.06;0.059;-0.046;-0.042;1;1;4;0;3;4;0;1;2;4;;;;;;;;;;;;;;;;;;
109;3;p-Tol;4;J;-17.39;-0.18205;-0.04704;244.994;-0.18205;-0.04704;244.994;13.652;13.086;37.6912;2.28;78.5;-0.016;-0.016;3.6;2.9;-0.1003;97.283;2.378;86.6;-0.019;-0.016;3.8;3.2;-0.7949;0.011;0.012;-0.06;-0.067;0;1;4;0;3;1;0;1;2;4;;;;;;;;;;;;;;;;;;
110;3;p-CF3-Ph;4;J;-15.35;-0.20381;-0.07711;232.242;-0.20381;-0.07711;232.242;13.8384;13.0025;33.6456;2.271;77;-0.012;-0.016;3;3.3;-0.0802;91.2846;2.369;85.2;-0.013;-0.016;3.3;3.9;-0.7557;0.011;0.013;-0.053;-0.054;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
111;1;Me;6;K;-20.57;-0.1923;-0.0329;236.79;-0.1923;-0.0329;236.79;24.233;16.0183;40.6875;2.296;101.7;-0.02;-0.02;4.4;4.3;-0.1437;103.206;2.387;101.7;-0.025;-0.025;3.6;3.6;-0.8048;0.025;0.025;-0.111;-0.112;3;2;4;0;1;1;0;1;4;4;;;;;;;;;;;;;;;;;;
112;1;tBu;6;K;-2.47;-0.18216;-0.03031;247.13;-0.18216;-0.03031;247.13;50.3682;42.8757;38.527;2.314;102.7;-0.005;-0.006;2.8;1.8;-0.1166;84.9097;2.39;104.5;0.007;0.007;0.3;0.4;-0.7241;0.106;0.088;-0.051;-0.039;1;5;4;0;4;0;3;0;1;2;;;;;;;;;;;;;;;;;;
113;4;OMe;6;K;-22.26;-0.2013;0.0043;227.36;-0.2013;0.0043;227.36;21.3417;16.8071;33.48;2.279;95.8;-0.038;-0.024;0.8;5.4;-0.1862;95.8974;2.384;99.8;-0.047;-0.032;-0.5;4.2;-0.8354;0.017;0.009;-0.083;-0.073;3;2;2;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
114;4;OPh;6;K;-14.14;-0.19974;-0.0381;226.114;-0.19974;-0.0381;226.114;19.1854;15.404;23.3137;2.265;87.7;-0.036;-0.02;-0.2;6.4;-0.1294;80.4243;2.365;94.6;-0.045;-0.023;-0.6;5.1;-0.728;0.011;0.018;-0.014;0.032;0;0;5;5;2;3;4;2;0;0;;;;;;;;;;;;;;;;;;
115;2;CF3;6;K;-13.16;-0.2508;-0.0332;197.71;-0.2508;-0.0332;197.71;17.776;12.6078;18.8433;2.235;91;-0.002;-0.002;2.2;2.3;-0.0799;76.9623;2.349;101.7;0.006;0.006;2.5;2.5;-0.5992;0.015;0.015;0.03;0.027;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
116;5;NMe2;6;K;-11.61;-0.1642;0.0236;240.51;-0.1642;0.0236;240.51;32.2507;29.9835;32.0756;2.297;98.7;-0.005;-0.012;-2.3;-0.5;-0.1515;82.4825;2.398;93.3;-0.025;-0.025;1.5;1.7;-0.8347;0.032;0.032;-0.022;-0.076;1;5;2;4;1;1;0;4;4;0;;;;;;;;;;;;;;;;;;
117;3;Ph;6;K;-15.55;-0.189;-0.0477;239.2;-0.189;-0.0477;239.2;24.8166;20.0112;36.4092;2.296;97.4;-0.011;-0.01;2.5;2.7;-0.113;92.576;2.38;100.7;-0.012;-0.011;1.5;1.6;-0.739;0.044;0.045;-0.058;-0.065;1;5;4;0;4;0;0;0;2;2;;;;;;;;;;;;;;;;;;
118;2;C6F5;6;K;-7.63;-0.21657;-0.07767;222.356;-0.21657;-0.07767;222.356;27.0932;20.7679;24.2556;2.263;93.2;-0.01;-0.013;2.3;2.4;-0.0871;80.1018;2.375;102.4;-0.008;-0.013;1.5;1.4;-0.6635;0.021;0.022;0.049;-0.014;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
119;3;o-Tol;6;K;2.39;-0.18524;-0.0467;240.856;-0.18524;-0.0467;240.856;47.0964;30.3858;29.3371;2.291;106.6;-0.012;-0.012;4.8;4.5;-0.1238;76.3969;2.379;104.7;-0.006;-0.003;3.5;4;-0.7322;0.05;0.05;-0.053;-0.049;1;5;4;0;3;4;0;1;2;4;;;;;;;;;;;;;;;;;;
120;3;p-Tol;6;K;-17.16;-0.18192;-0.04288;243.279;-0.18192;-0.04288;243.279;25.0068;18.977;37.9171;2.296;98.4;-0.011;-0.009;2.2;2.4;-0.1194;94.6637;2.382;101.1;-0.012;-0.01;0.9;1;-0.7424;0.049;0.05;-0.06;-0.057;1;5;4;0;4;0;0;0;2;2;;;;;;;;;;;;;;;;;;
121;3;p-CF3-Ph;6;K;-15.95;-0.20834;-0.0767;228.712;-0.20834;-0.0767;228.712;26.2417;18.357;34.11;2.287;98.9;-0.011;-0.006;1.5;1.1;-0.1023;90.9445;2.375;100.7;-0.014;-0.005;0.9;0.6;-0.7128;0.042;0.043;-0.036;-0.036;1;0;0;0;5;4;5;0;5;1;;;;;;;;;;;;;;;;;;
122;1;Me;6;L;-22.18;-0.1897;-0.0027;230.61;-0.1897;-0.0027;230.61;22.8701;14.2061;31.5667;2.27;94.7;-0.024;-0.023;4.8;4.7;-0.1794;102.488;2.394;100.7;-0.029;-0.028;4.6;4.5;-0.8492;-0.004;-0.004;-0.068;-0.078;3;2;2;4;1;1;4;4;4;0;;;;;;;;;;;;;;;;;;
123;1;tBu;6;L;-3.10;-0.183;-0.0061;241.67;-0.183;-0.0061;241.67;54.452;42.567;27.2933;2.301;97.9;-0.012;-0.011;2.9;2.7;-0.143;83.4558;2.391;103.3;0.002;0.002;1;0.7;-0.7776;0.051;0.051;-0.038;-0.041;1;5;2;0;4;0;3;0;1;2;;;;;;;;;;;;;;;;;;
124;4;OMe;6;L;-19.15;-0.2074;-0.0003;223.6;-0.2074;-0.0003;223.6;21.1081;16.6264;25.4842;2.265;90.9;-0.029;-0.028;1.4;3.1;-0.1904;90.5843;2.376;100.6;-0.041;-0.037;1.3;2.9;-0.8361;0.003;-0.004;-0.03;-0.037;3;2;2;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
125;4;OPh;6;L;-10.93;-0.20173;-0.04006;221.508;-0.20173;-0.04006;221.508;13.8227;12.621;17.6592;2.254;81.6;-0.025;-0.03;1.3;3.4;-0.1504;74.852;2.363;94.1;-0.041;-0.04;0.6;3.2;-0.7527;0.015;-0.006;0.067;-0.019;0;0;5;5;2;3;4;2;0;0;;;;;;;;;;;;;;;;;;
126;2;CF3;6;L;-17.44;-0.2518;-0.0552;195.58;-0.2518;-0.0552;195.58;18.4079;14.4357;12.6661;2.228;86.6;-0.007;-0.01;3.1;2.8;-0.0976;77.7718;2.352;100;-0.001;-0.004;3.1;2.7;-0.6364;-0.015;-0.015;0.052;0.044;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
127;5;NMe2;6;L;-17.69;-0.1722;0.0112;239.04;-0.1722;0.0112;239.04;24.2362;20.436;32.2701;2.285;94;-0.039;-0.038;5.5;5.5;-0.1595;97.5867;2.392;101.3;-0.043;-0.043;2.7;2.7;-0.8509;0.022;0.023;-0.051;-0.052;3;2;2;4;1;1;4;4;4;0;;;;;;;;;;;;;;;;;;
128;3;Ph;6;L;-19.38;-0.1922;-0.0587;239.45;-0.1922;-0.0587;239.45;22.3706;18.5729;33.01;2.284;93.2;-0.019;-0.018;4.2;4.2;-0.1462;95.8133;2.383;99.1;-0.019;-0.019;3.2;3;-0.7834;0.012;0.013;-0.065;-0.069;3;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
129;2;C6F5;6;L;-13.54;-0.21887;-0.08562;221.658;-0.21887;-0.08562;221.658;20.6023;16.5254;20.99;2.256;87.6;-0.018;-0.024;3.4;3.4;-0.1013;81.8657;2.38;100.5;-0.023;-0.027;2.6;3.3;-0.6795;-0.006;-0.008;0.058;-0.026;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
