No.;var00001;Substituent;Backbone length;Backbone;Substitution energy;homo;lumo;pa;homo2;lumo2;pa2;he.w.pn;nhe;be.gla;ml.gla;dmd.gla;d.d1rgla;d.d2rgla;drd1rgla;drd2rgla;nbo.glaf;be.pd;ml.pd;dmd.pd;d.d1r.pd;d.d2r.pd;d.rd1rpd;d.rd2rpd;nbo.pd.f;dppd.d1;dppd.d2;dpzn.d1;dpzn.d2;kmeansPCA;hiePCA;kmeansUMAP;hieUMAP;kmeansTSNE;hieTSNE;kmeansUMAP(n10);hieUMAP(n10);kmeansUMAP(n15);hieUMAP(n15);;;;;;;;;;;;;;;;;;
130;3;o-Tol;6;L;-6.54;-0.18528;-0.05694;240.423;-0.18528;-0.05694;240.423;32.0022;28.2661;28.1417;2.286;96.6;-0.015;-0.016;4;3.6;-0.1397;81.9002;2.38;101.6;-0.01;-0.011;3.1;2.6;-0.7444;0.041;0.043;-0.038;-0.039;1;5;4;0;3;4;0;1;2;4;;;;;;;;;;;;;;;;;;
131;3;p-Tol;6;L;-19.95;-0.18277;-0.05457;243.338;-0.18277;-0.05457;243.338;22.5764;18.8992;34.3215;2.286;94.3;-0.021;-0.017;3.7;3.8;-0.1499;97.239;2.384;98.5;-0.022;-0.019;2.4;2.5;-0.7872;0.015;0.017;-0.068;-0.06;3;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
132;3;p-CF3-Ph;6;L;-17.53;-0.20796;-0.08328;227.729;-0.20796;-0.08328;227.729;21.4425;18.62;30.045;2.274;90.8;-0.021;-0.021;3.7;3.3;-0.132;93.2255;2.378;97.6;-0.023;-0.021;2.6;2.1;-0.7518;0.008;0.011;-0.07;-0.062;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
133;1;Me;5;M;-18.23;-0.1884;-0.0394;237.05;-0.1923;-0.0329;236.79;18.1675;15.4297;36.0458;2.277;89.7;-0.019;-0.02;4.4;4.1;-0.1325;99.5182;2.385;94.1;-0.027;-0.023;4.9;4.2;-0.8249;-0.001;0.024;-0.101;-0.072;3;2;4;0;3;1;0;1;4;4;;;;;;;;;;;;;;;;;;
134;1;tBu;5;M;-4.04;-0.1804;-0.046;248.87;-0.18216;-0.03031;247.13;42.3976;38.4305;39.703;2.308;94.6;-0.013;0;2.9;1.4;-0.1058;86.3643;2.402;98.5;-0.006;0.012;1.5;0.4;-0.7594;0.039;0.092;-0.118;-0.015;1;5;4;0;4;0;3;0;1;2;;;;;;;;;;;;;;;;;;
135;4;OMe;5;M;-20.76;-0.2011;-0.0492;232.16;-0.2013;0.0043;227.36;15.7353;14.2914;32.7464;2.27;85.3;-0.03;-0.026;3.3;3;-0.1632;95.7067;2.381;90.9;-0.041;-0.033;3;2.5;-0.8479;0.001;0.004;-0.061;-0.054;3;2;5;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
136;4;OPh;5;M;-15.33;-0.1929;-0.0616;231.5;-0.19974;-0.0381;226.114;15.0777;14.784;23.8006;2.254;82.6;-0.027;-0.03;2.6;3.1;-0.1181;80.0509;2.366;90.4;-0.038;-0.037;2.9;3.2;-0.7457;0.001;-0.007;0.043;-0.025;0;0;5;5;2;3;4;2;0;0;;;;;;;;;;;;;;;;;;
137;2;CF3;5;M;-11.06;-0.2432;-0.0767;205.51;-0.2508;-0.0332;197.71;14.405;13.0577;17.2212;2.232;81.9;-0.007;-0.001;3.1;2.3;-0.0654;71.8908;2.346;92.8;-0.003;0.012;3.8;2;-0.615;-0.004;0.017;0.009;0.057;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
138;5;NMe2;5;M;-19.98;-0.17037;-0.03991;241.81;-0.1642;0.0236;240.51;22.1685;20.7836;37.6454;2.285;89;-0.022;-0.022;2.9;2.7;-0.1166;101.847;2.402;93.9;-0.028;-0.024;-0.3;0.4;-0.8824;0.004;0.028;-0.04;-0.071;3;2;2;0;1;1;0;4;4;0;;;;;;;;;;;;;;;;;;
139;3;Ph;5;M;-16.50;-0.1869;-0.0506;241.3;-0.189;-0.0477;239.2;17.7691;15.7385;37.422;2.284;88.9;-0.014;-0.014;3.2;3.4;-0.1063;94.0419;2.377;92.8;-0.015;-0.014;2.8;2.9;-0.7683;0.029;0.033;-0.062;-0.065;1;1;4;0;3;1;0;1;2;4;;;;;;;;;;;;;;;;;;
140;2;C6F5;5;M;-9.41;-0.2132;-0.078;226.39;-0.21657;-0.07767;222.356;19.3479;18.0477;24.0115;2.252;85.3;-0.015;-0.014;1.9;1.9;-0.0754;82.3294;2.368;94;-0.016;-0.013;2.2;2.6;-0.6838;0.001;0.026;0.036;0.073;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
141;3;o-Tol;5;M;0.07;-0.1836;-0.0505;243.55;-0.18524;-0.0467;240.856;33.3301;29.8969;24.2738;2.284;91;-0.01;-0.005;5;4.7;-0.096;78.4571;2.379;95.8;-0.005;-0.003;4.4;4;-0.7505;0.041;0.059;-0.068;-0.068;1;5;4;0;3;4;0;1;2;4;;;;;;;;;;;;;;;;;;
142;3;p-Tol;5;M;-17.96;-0.18205;-0.04704;244.994;-0.18192;-0.04288;243.279;18.6275;16.4821;37.8907;2.283;89.5;-0.019;-0.016;4.3;3;-0.1111;94.7667;2.382;93.5;-0.019;-0.018;3.6;2.6;-0.7756;0.033;0.038;-0.066;-0.048;1;1;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
143;3;p-CF3-Ph;5;M;-18.59;-0.20381;-0.07711;232.242;-0.20834;-0.0767;228.712;22.0223;16.4;33.2804;2.276;88.7;-0.017;-0.012;3.2;2.6;-0.0933;91.6868;2.372;93.9;-0.019;-0.011;3.7;2.6;-0.7508;0.015;0.031;-0.053;-0.057;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
144;1;Me;7;N;-3.07;-0.1923;-0.0329;236.79;-0.1923;-0.0329;236.79;140.949;30.9123;36.0339;2.294;122.4;-0.018;-0.018;4.7;4.9;-0.158;75.4055;2.384;118.3;-0.009;-0.008;1.9;1.8;-0.6587;0.149;0.153;-0.038;-0.042;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
145;1;tBu;7;N;24.83;-0.18216;-0.03031;247.13;-0.18216;-0.03031;247.13;122.202;66.7299;32.6447;2.3;128.2;-0.002;-0.001;1.8;1.9;-0.13;53.3987;2.364;124.3;0.023;0.022;-0.7;-0.6;-0.5288;0.366;0.35;0.106;0.101;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
146;4;OMe;7;N;-3.79;-0.2013;0.0043;227.36;-0.2013;0.0043;227.36;131.673;38.3809;26.6395;2.284;121.5;-0.023;-0.022;2.9;3.2;-0.1885;69.7177;2.375;109.9;-0.021;-0.018;0.8;1.8;-0.7263;0.139;0.064;0.081;0.009;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
147;4;OPh;7;N;3.73;-0.19974;-0.0381;226.114;-0.19974;-0.0381;226.114;133.823;39.4539;18.1173;2.271;111.6;-0.022;-0.017;1.5;6.1;-0.1398;59.5402;2.363;111.8;-0.019;-0.014;-0.1;3.8;-0.6068;0.136;0.097;0.099;0.016;2;4;0;1;0;0;3;0;1;5;;;;;;;;;;;;;;;;;;
148;2;CF3;7;N;6.78;-0.2508;-0.0332;197.71;-0.2508;-0.0332;197.71;136.421;30.3243;17.4232;2.246;116.6;-0.007;-0.007;3.5;3.4;-0.0776;50.3798;2.34;112.8;0.017;0.017;0.9;0.8;-0.4775;0.163;0.161;0.082;0.084;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
149;5;NMe2;7;N;6.82;-0.1642;0.0236;240.51;-0.1642;0.0236;240.51;132.401;48.4047;30.1793;2.307;124.9;-0.016;-0.024;2.4;2.5;-0.1636;69.0683;2.394;114.4;-0.006;-0.016;-2.8;0.4;-0.7441;0.134;0.18;0.027;0.037;2;4;0;0;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
150;3;Ph;7;N;5.63;-0.189;-0.0477;239.2;-0.189;-0.0477;239.2;133.678;37.0656;35.8865;2.309;122.2;-0.011;-0.014;4.1;3.9;-0.1236;65.5335;2.368;113.8;0.001;-0.001;0.6;0.9;-0.601;0.165;0.162;-0.002;-0.001;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
151;2;C6F5;7;N;15.70;-0.21657;-0.07767;222.356;-0.21657;-0.07767;222.356;117.117;47.0405;22.6115;2.281;126.6;-0.009;-0.013;2.5;3.4;-0.0893;58.4558;2.364;119.7;0.005;0.001;0.1;-0.2;-0.5028;0.15;0.156;0.107;0.067;2;4;0;1;0;4;3;0;1;5;;;;;;;;;;;;;;;;;;
152;3;o-Tol;7;N;22.81;-0.18524;-0.0467;240.856;-0.18524;-0.0467;240.856;108.178;56.0867;26.7976;2.302;121.1;-0.007;-0.004;4.8;4.6;-0.1161;48.132;2.367;110.1;0.01;0.009;2.1;1.9;-0.5858;0.243;0.229;0.05;0.055;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
153;3;p-Tol;7;N;3.53;-0.18192;-0.04288;243.279;-0.18192;-0.04288;243.279;131.068;35.9135;37.9271;2.313;123.9;-0.011;-0.01;3.5;3.2;-0.1264;67.4443;2.371;113.9;0;0.002;0.1;0;-0.6085;0.17;0.168;0.003;-0.01;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
154;3;p-CF3-Ph;7;N;6.08;-0.20834;-0.0767;228.712;-0.20834;-0.0767;228.712;86.4782;38.5735;31.4249;2.301;116.8;-0.009;-0.014;3.7;4.1;-0.1047;62.6978;2.366;112.7;0.003;0;-0.1;0.5;-0.5782;0.169;0.167;-0.027;-0.022;2;4;0;1;0;0;3;0;1;5;;;;;;;;;;;;;;;;;;
155;1;Me;7;O;0.20;-0.1897;-0.0027;230.61;-0.1897;-0.0027;230.61;124.779;33.4493;28.5929;2.285;127.9;-0.017;-0.017;4.6;4.5;-0.1662;75.5705;2.379;121.1;-0.01;-0.009;2.7;2.6;-0.6681;0.135;0.137;0.017;0.025;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
156;1;tBu;7;O;19.10;-0.183;-0.0061;241.67;-0.183;-0.0061;241.67;127.63;62.5977;29.6929;2.294;122.9;-0.008;-0.01;2;2.3;-0.1291;60.3961;2.368;125.4;0.022;0.021;-0.6;-0.3;-0.5581;0.246;0.246;0.105;0.106;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
157;4;OMe;7;O;-0.62;-0.2074;-0.0003;223.6;-0.2074;-0.0003;223.6;132.349;28.4487;19.9678;2.257;117.1;-0.019;-0.02;2.5;2.8;-0.1606;58.3629;2.365;118.4;-0.025;-0.022;0.8;1.7;-0.6721;0.158;0.123;0.105;0.091;2;4;0;1;0;0;3;0;1;5;;;;;;;;;;;;;;;;;;
158;4;OPh;7;O;8.58;-0.20173;-0.04006;221.508;-0.20173;-0.04006;221.508;135.514;28.8885;14.7513;2.248;110.6;-0.025;-0.017;3.2;2.4;-0.1512;53.0931;2.357;115.4;-0.024;-0.023;1.2;1.4;-0.5897;0.176;0.127;0.096;0.105;2;4;0;1;0;0;3;0;1;5;;;;;;;;;;;;;;;;;;
159;2;CF3;7;O;7.84;-0.2518;-0.0552;195.58;-0.2518;-0.0552;195.58;98.3093;29.1301;11.1187;2.222;112.6;-0.002;-0.005;2.4;2;-0.0721;55.4526;2.35;124.9;0.022;0.019;1;0.8;-0.4319;0.117;0.118;0.107;0.071;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
160;5;NMe2;7;O;6.18;-0.1722;0.0112;239.04;-0.1722;0.0112;239.04;119.268;42.764;29.2575;2.291;130.8;-0.015;-0.025;2.3;3.3;-0.1578;68.2054;2.382;119.1;-0.017;-0.026;-1.1;1.7;-0.7057;0.183;0.163;0.065;0.044;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
161;3;Ph;7;O;4.20;-0.1922;-0.0587;239.45;-0.1922;-0.0587;239.45;123.03;41.204;26.8114;2.291;124.4;-0.013;-0.011;3.7;3.6;-0.1258;67.5384;2.374;121.8;-0.004;-0.003;1.9;1.6;-0.5931;0.142;0.141;0.067;0.071;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
162;2;C6F5;7;O;7.43;-0.21887;-0.08562;221.658;-0.21887;-0.08562;221.658;104.396;41.4381;19.0447;2.26;113.9;-0.017;-0.016;4.6;4.7;-0.0964;63.1722;2.365;121.3;-0.007;-0.008;2;2.2;-0.4939;0.134;0.134;0.103;0.095;2;4;0;1;0;4;3;0;1;5;;;;;;;;;;;;;;;;;;
163;3;o-Tol;7;O;18.05;-0.18528;-0.05694;240.423;-0.18528;-0.05694;240.423;107.936;54.4263;19.9885;2.267;122.4;-0.009;-0.004;4.4;3.1;-0.107;56.4497;2.371;124.1;0.007;0.002;1.3;1.8;-0.5573;0.192;0.179;0.101;0.094;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
164;3;p-Tol;7;O;2.66;-0.18277;-0.05457;243.338;-0.18277;-0.05457;243.338;122.592;36.6044;27.4132;2.293;124.4;-0.011;-0.013;3.5;3.1;-0.1296;67.8013;2.375;121.8;-0.002;-0.004;1.8;1.4;-0.6;0.148;0.147;0.084;0.07;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
165;3;p-CF3-Ph;7;O;4.08;-0.20796;-0.08328;227.729;-0.20796;-0.08328;227.729;103.379;39.1853;23.01;2.272;128.9;-0.019;-0.012;3.5;2.1;-0.1128;66.1303;2.369;122.3;-0.007;-0.007;1.8;1.4;-0.5672;0.132;0.158;0.061;0.104;2;4;0;1;0;4;3;0;1;5;;;;;;;;;;;;;;;;;;
166;1;Me;4;P;-15.10;-0.1963;-0.0368;232.11;-0.1963;-0.0368;232.11;13.5008;12.4986;31.0484;2.259;83.9;-0.021;-0.021;4.1;4.1;-0.111;92.6488;2.382;91.4;-0.027;-0.027;6.1;6.1;-0.7884;-0.004;-0.004;-0.027;-0.028;0;1;4;0;3;1;0;1;4;4;;;;;;;;;;;;;;;;;;
167;1;tBu;4;P;-12.37;-0.18369;-0.03669;244.02;-0.18369;-0.03669;244.02;31.6138;27.3461;37.3718;2.289;86.4;-0.009;-0.009;2.8;2.7;-0.0884;91.299;2.381;92.2;0.001;0.001;1.5;1.5;-0.7385;0.057;0.057;-0.042;-0.041;1;5;4;0;4;0;0;0;2;2;;;;;;;;;;;;;;;;;;
168;4;OMe;4;P;-19.90;-0.20052;-0.0442;226.636;-0.20052;-0.0442;226.636;12.7208;11.9383;26.6326;2.254;79.9;-0.026;-0.026;3.1;3.1;-0.1405;91.6028;2.376;89;-0.037;-0.034;4;3.6;-0.8172;-0.008;-0.012;0.017;-0.005;0;0;5;4;2;3;4;2;0;0;;;;;;;;;;;;;;;;;;
169;4;OPh;4;P;-9.94;-0.19911;-0.06402;225.354;-0.19911;-0.06402;225.354;12.6166;12.5896;19.1238;2.241;76.5;-0.03;-0.031;4.5;6.7;-0.0897;75.6301;2.365;88.5;-0.046;-0.04;5.3;7.1;-0.7295;-0.009;0.002;0.075;0.001;0;0;5;5;5;2;4;2;0;0;;;;;;;;;;;;;;;;;;
170;2;CF3;4;P;-9.65;-0.2539;-0.0772;198.26;-0.2539;-0.0772;198.26;11.6854;10.7749;12.2632;2.217;76.1;-0.002;-0.003;2.5;2.4;-0.0415;68.3265;2.34;89.3;0.003;0.003;3.4;3.3;-0.578;-0.006;-0.007;0.101;0.098;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
171;5;NMe2;4;P;-21.12;-0.1963;-0.0368;232.11;-0.1963;-0.0368;232.11;19.0699;18.3382;32.9905;2.276;82.1;-0.019;-0.019;2.1;2.2;-0.1005;92.9224;2.38;88.9;-0.024;-0.024;1.6;1.6;-0.7795;0.024;0.024;-0.035;-0.045;0;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
172;3;Ph;4;P;-15.10;-0.1896;-0.0526;238.11;-0.1896;-0.0526;238.11;15.9888;13.7549;30.0676;2.273;84.1;-0.006;-0.006;3.7;3.7;-0.0915;89.7541;2.372;90.7;-0.008;-0.008;3.9;3.9;-0.7482;0.02;0.02;-0.028;-0.031;0;1;4;0;3;2;0;1;2;4;;;;;;;;;;;;;;;;;;
173;2;C6F5;4;P;-9.05;-0.21994;-0.08043;221.186;-0.21994;-0.08043;221.186;14.3824;13.6947;19.5085;2.736;79.2;-0.017;-0.018;2.9;3.6;-0.0703;75.8002;2.36;90.5;-0.017;-0.018;3.7;4;-0.6532;0.006;0.006;0.071;0.033;5;0;1;3;5;2;2;5;5;1;;;;;;;;;;;;;;;;;;
174;3;o-Tol;4;P;-0.77;-0.18768;-0.05279;239.374;-0.18768;-0.05279;239.374;27.8237;27.1723;23.5452;2.273;84.6;0;0;3.1;2.9;-0.0918;73.501;2.368;90.8;0.008;0.009;2;1.8;-0.7017;0.059;0.06;-0.02;-0.024;1;5;4;0;3;4;0;1;2;2;;;;;;;;;;;;;;;;;;
175;3;p-Tol;4;P;-15.21;-0.18431;-0.05246;242.17;-0.18431;-0.05246;242.17;15.8163;14.5223;33.874;2.276;82.8;-0.012;-0.013;3.4;3.4;-0.0948;91.5576;2.374;90.7;-0.007;-0.009;3.8;3.6;-0.7556;0.025;0.02;-0.017;-0.033;0;1;4;0;3;2;0;1;2;4;;;;;;;;;;;;;;;;;;
176;3;p-CF3-Ph;4;P;-13.70;-0.21025;-0.08109;227.093;-0.21025;-0.08109;227.093;16.7814;14.8543;28.5007;2.264;82;-0.007;-0.012;1.4;3.6;-0.0718;85.3873;2.367;90.3;-0.005;-0.006;2.2;4.1;-0.7174;0.021;0.023;0.003;-0.011;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
177;1;Me;5;Q;-17.31;-0.1884;-0.0394;237.05;-0.1884;-0.0394;237.05;16.9251;14.277;33.0602;2.271;81;-0.024;-0.016;3.2;2.9;-0.1134;101.387;2.386;94.5;-0.025;-0.024;3.6;3.7;-0.8325;-0.008;-0.009;-0.138;-0.073;3;1;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
178;1;tBu;5;Q;0.47;-0.1804;-0.046;248.87;-0.1804;-0.046;248.87;46.7751;42.8701;38.1731;2.31;91;-0.004;-0.005;2;1.8;-0.0902;83.6378;2.415;96.5;0.005;0.004;1.3;1.3;-0.7767;0.038;0.039;-0.102;-0.1;1;5;4;0;4;0;3;0;1;2;;;;;;;;;;;;;;;;;;
179;4;OMe;5;Q;-32.00;-0.2011;-0.0492;232.16;-0.2011;-0.0492;232.16;20.869;16.5981;30.8902;2.273;80.4;-0.03;-0.023;3.6;1.8;-0.1559;99.1931;2.386;92.6;-0.042;-0.035;2.8;1.5;-0.878;-0.015;-0.01;-0.14;-0.055;3;2;5;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
180;4;OPh;5;Q;-17.62;-0.1929;-0.0616;231.5;-0.1929;-0.0616;231.5;13.4355;12.333;22.3053;2.252;73.1;-0.015;-0.031;1.2;3.1;-0.0888;80.4412;2.363;86.3;-0.029;-0.05;2.4;3.3;-0.7465;0.003;-0.022;0.073;-0.064;0;0;5;5;5;2;4;2;0;0;;;;;;;;;;;;;;;;;;
181;2;CF3;5;Q;-8.78;-0.2432;-0.0767;205.51;-0.2432;-0.0767;205.51;16.2656;14.8104;13.3833;2.231;75.2;-0.005;-0.006;1.6;2.3;-0.0516;70.6477;2.343;89.8;0;0.007;1.5;1.9;-0.6193;-0.013;0.009;-0.051;0.037;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
182;5;NMe2;5;Q;-17.10;-0.17037;-0.03991;241.81;-0.17037;-0.03991;241.81;29.8756;21.9138;29.575;2.286;83.7;-0.021;-0.021;2.8;1.7;-0.1177;101.659;2.402;92.9;-0.028;-0.025;0.9;0.4;-0.8834;0.003;0.003;-0.116;-0.048;3;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
183;3;Ph;5;Q;-18.66;-0.1869;-0.0506;241.3;-0.1869;-0.0506;241.3;20.6569;17.5005;30.7754;2.277;83;-0.015;-0.013;2.4;2;-0.0947;93.4558;2.381;92.2;-0.015;-0.016;2.1;2;-0.778;0.01;0.01;-0.12;-0.07;1;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
184;2;C6F5;5;Q;-13.30;-0.2132;-0.078;226.39;-0.2132;-0.078;226.39;28.0684;22.1949;15.867;2.257;79.5;-0.013;-0.015;1.3;2.4;-0.0704;72.8208;2.364;88.5;-0.015;-0.009;2.3;2.7;-0.6791;0.023;0.015;-0.047;0.002;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
185;3;o-Tol;5;Q;-1.94;-0.1836;-0.0505;243.55;-0.1836;-0.0505;243.55;36.0861;32.4603;25.6505;2.288;86.9;-0.001;-0.007;3.2;1.4;-0.0851;78.5242;2.388;91.7;0.004;-0.009;3.3;1.5;-0.7493;0.046;0.03;-0.082;-0.071;1;5;4;0;3;4;0;0;2;2;;;;;;;;;;;;;;;;;;
186;3;p-Tol;5;Q;-18.99;-0.18205;-0.04704;244.994;-0.18205;-0.04704;244.994;21.723;17.9423;31.177;2.28;83.9;-0.015;-0.013;2.6;2;-0.1011;93.8128;2.383;92.7;-0.015;-0.016;2.2;1.9;-0.7834;0.012;0.012;-0.119;-0.075;1;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
187;3;p-CF3-Ph;5;Q;-14.61;-0.20381;-0.07711;232.242;-0.20381;-0.07711;232.242;21.5799;15.94;26.6552;2.266;82.2;-0.019;-0.011;4.1;3.1;-0.0757;89.6801;2.373;92.4;-0.018;-0.014;2.8;2.3;-0.7466;0.008;0.011;-0.117;-0.067;0;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
188;1;Me;6;R;-16.36;-0.1884;-0.0394;237.05;-0.1884;-0.0394;237.05;18.8509;14.929;38.158;2.284;95.2;-0.023;-0.021;4.8;4.6;-0.1386;96.0323;2.376;94.1;-0.021;-0.02;3.8;3.9;-0.7982;0.03;0.031;-0.114;-0.105;3;2;4;0;3;1;0;1;2;4;;;;;;;;;;;;;;;;;;
189;1;tBu;6;R;24.12;-0.1804;-0.046;248.87;-0.1804;-0.046;248.87;68.005;60.9267;27.8606;2.323;107.8;-0.001;-0.002;2.8;2.7;-0.1143;62.3483;2.424;105.5;0.015;0.015;1.7;1.6;-0.7602;0.059;0.059;-0.08;-0.079;1;5;4;0;4;0;3;0;1;2;;;;;;;;;;;;;;;;;;
190;4;OMe;6;R;-24.41;-0.2011;-0.0492;232.16;-0.2011;-0.0492;232.16;17.8256;14.7846;33.9983;2.275;88;-0.03;-0.027;3.7;3.3;-0.1656;92.3482;2.375;92;-0.034;-0.034;2.7;3.7;-0.816;0.041;-0.011;-0.035;-0.081;3;2;5;4;2;3;4;4;0;0;;;;;;;;;;;;;;;;;;
191;4;OPh;6;R;-14.96;-0.1929;-0.0616;231.5;-0.1929;-0.0616;231.5;16.6502;15.3946;23.0715;2.255;85.5;-0.031;-0.03;3.2;2.4;-0.1133;80.6082;2.372;90.2;-0.044;-0.04;4.9;0.9;-0.7581;0.013;0.02;-0.011;0;0;0;5;5;2;3;4;2;0;0;;;;;;;;;;;;;;;;;;
192;2;CF3;6;R;-2.92;-0.2432;-0.0767;205.51;-0.2432;-0.0767;205.51;21.9144;18.7405;12.5895;2.239;86.8;0.002;0.003;3;3.1;-0.0784;64.532;2.342;94.5;0.017;0.017;2.3;2.2;-0.6053;0.029;0.029;-0.001;-0.004;4;3;3;2;0;5;1;3;3;3;;;;;;;;;;;;;;;;;;
193;5;NMe2;6;R;-21.42;-0.17037;-0.03991;241.81;-0.17037;-0.03991;241.81;28.2736;24.9534;38.5747;2.29;92.5;-0.02;-0.02;2.6;2.7;-0.1208;95.1438;2.415;97;-0.023;-0.023;0.7;0.7;-0.8832;0.017;0.017;-0.069;-0.072;3;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
194;3;Ph;6;R;-10.37;-0.1869;-0.0506;241.3;-0.1869;-0.0506;241.3;27.0964;23.2196;34.0924;2.297;95;-0.01;-0.012;2.7;3;-0.1075;86.3304;2.376;95.6;-0.007;-0.01;2.2;2.2;-0.76;0.039;0.04;-0.068;-0.065;1;5;4;0;3;0;0;0;2;2;;;;;;;;;;;;;;;;;;
195;2;C6F5;6;R;0.98;-0.2132;-0.078;226.39;-0.2132;-0.078;226.39;38.1619;33.6614;21.374;2.265;91.7;-0.012;-0.013;1.8;1.8;-0.0665;57.0835;2.365;91.4;-0.006;-0.003;1.7;1.2;-0.6051;0.056;0.069;-0.002;0.016;4;0;0;1;0;4;5;0;5;1;;;;;;;;;;;;;;;;;;
196;3;o-Tol;6;R;4.42;-0.1836;-0.0505;243.55;-0.1836;-0.0505;243.55;50.6637;44.2782;24.4181;2.295;100.5;-0.003;-0.003;1.4;3.8;-0.0974;71.4697;2.384;97.2;0.002;0.003;1.6;2.1;-0.7263;0.073;0.062;-0.025;-0.024;1;5;4;0;4;4;3;1;1;2;;;;;;;;;;;;;;;;;;
197;3;p-Tol;6;R;-10.19;-0.18205;-0.04704;244.994;-0.18205;-0.04704;244.994;28.1374;23.8904;34.2374;2.298;96.5;-0.011;-0.012;2.9;3.2;-0.1113;87.0445;2.379;95.5;-0.011;-0.008;2.7;2;-0.7691;0.043;0.037;-0.054;-0.079;1;5;4;0;4;0;0;0;2;2;;;;;;;;;;;;;;;;;;
198;3;p-CF3-Ph;6;R;-8.51;-0.20381;-0.07711;232.242;-0.20381;-0.07711;232.242;27.2827;24.5776;30.5928;2.29;94.4;-0.012;-0.01;2.9;2.5;-0.0926;83.1427;2.374;95.9;-0.008;-0.009;1.9;2.4;-0.7399;0.037;0.033;-0.071;-0.057;1;0;0;1;5;2;5;0;5;1;;;;;;;;;;;;;;;;;;
199;1;Me;8;S;-13.73;-0.1923;-0.0329;236.79;-0.1923;-0.0329;236.79;47.3869;18.5685;40.4077;2.3;119;-0.021;-0.023;5.3;5.3;-0.1683;94.003;2.389;108.3;-0.018;-0.019;3;2.9;-0.764;0.058;0.06;-0.131;-0.128;3;2;4;0;1;1;0;1;2;4;;;;;;;;;;;;;;;;;;
200;1;tBu;8;S;11.58;-0.18216;-0.03031;247.13;-0.18216;-0.03031;247.13;123.534;53.6745;37.1948;2.319;124.1;-0.008;-0.005;2.4;1.8;-0.1414;73.3002;2.386;110.7;0.011;0.012;0;-0.7;-0.6756;0.143;0.153;-0.008;-0.011;2;4;0;1;4;0;3;0;1;5;;;;;;;;;;;;;;;;;;
201;4;OMe;8;S;-21.69;-0.2013;0.0043;227.36;-0.2013;0.0043;227.36;43.2529;17.5752;30.0199;2.277;110.5;-0.027;-0.03;2.8;3.3;-0.1638;85.1068;2.376;105.1;-0.03;-0.035;1.2;1.8;-0.7602;0.039;0.027;-0.029;-0.046;3;2;2;4;2;3;4;4;4;0;;;;;;;;;;;;;;;;;;
202;4;OPh;8;S;-20.69;-0.19974;-0.0381;226.114;-0.19974;-0.0381;226.114;34.5832;17.4572;24.6804;2.264;106.4;-0.029;-0.026;3.5;2.9;-0.1332;80.6766;2.373;96.4;-0.028;-0.036;4.2;3.4;-0.7453;0.009;0.009;-0.041;-0.009;0;0;5;5;2;3;4;2;0;0;;;;;;;;;;;;;;;;;;
